hsa:144	PARP1P1
hsa:145	PARP1P2
hsa:146	ADRA1D
hsa:147	ADRA1B
hsa:148	ADRA1A
hsa:150	ADRA2A
hsa:151	ADRA2B
hsa:152	ADRA2C
hsa:153	ADRB1
hsa:154	ADRB2
hsa:155	ADRB3
hsa:156	ADRBK1
hsa:157	ADRBK2
hsa:158	ADSL
hsa:159	ADSS
hsa:160	AP2A1
hsa:161	AP2A2
hsa:162	AP1B1
hsa:163	AP2B1
hsa:164	AP1G1
hsa:165	AEBP1
hsa:166	AES
hsa:167	CRISP1
hsa:169	AF8T
hsa:170	AFA
hsa:171	AFD1
hsa:172	AFG3L1P
hsa:173	AFM
hsa:174	AFP
hsa:175	AGA
hsa:176	ACAN
hsa:177	AGER
hsa:178	AGL
hsa:179	AGMX2
hsa:181	AGRP
hsa:182	JAG1
hsa:183	AGT
hsa:185	AGTR1
hsa:186	AGTR2
hsa:187	APLNR
hsa:189	AGXT
hsa:190	NR0B1
hsa:191	AHCY
hsa:192	AIC
hsa:196	AHR
hsa:197	AHSG
hsa:199	AIF1
hsa:201	AIH3
hsa:202	AIM1
hsa:203	AK1
hsa:204	AK2
hsa:205	AK4
hsa:206	AK4P1
hsa:207	AKT1
hsa:208	AKT2
hsa:210	ALAD
hsa:211	ALAS1
hsa:212	ALAS2
hsa:213	ALB
hsa:214	ALCAM
hsa:215	ABCD1
hsa:216	ALDH1A1
hsa:217	ALDH2
hsa:218	ALDH3A1
hsa:219	ALDH1B1
hsa:220	ALDH1A3
hsa:221	ALDH3B1
hsa:222	ALDH3B2
hsa:223	ALDH9A1
hsa:224	ALDH3A2
hsa:225	ABCD2
hsa:226	ALDOA
hsa:228	ALDOAP2
hsa:229	ALDOB
hsa:230	ALDOC
hsa:231	AKR1B1
hsa:236	AKR1B1P2
hsa:238	ALK
hsa:239	ALOX12
hsa:240	ALOX5
hsa:241	ALOX5AP
hsa:242	ALOX12B
hsa:243	ALOX12P1
hsa:245	ALOX12P2
hsa:246	ALOX15
hsa:247	ALOX15B
hsa:248	ALPI
hsa:249	ALPL
hsa:250	ALPP
hsa:251	ALPPL2
hsa:253	ALS3
hsa:255	ALS5
hsa:257	ALX3
hsa:258	AMBN
hsa:259	AMBP
hsa:261	AMCN
hsa:262	AMD1
hsa:263	AMDP1
hsa:265	AMELX
hsa:266	AMELY
hsa:267	AMFR
hsa:268	AMH
hsa:269	AMHR2
hsa:270	AMPD1
hsa:271	AMPD2
hsa:272	AMPD3
hsa:273	AMPH
hsa:274	BIN1
hsa:275	AMT
hsa:276	AMY1A
hsa:277	AMY1B
hsa:278	AMY1C
hsa:279	AMY2A
hsa:280	AMY2B
hsa:281	AMYP1
hsa:282	ANCR
hsa:283	ANG
hsa:284	ANGPT1
hsa:285	ANGPT2
hsa:286	ANK1
hsa:287	ANK2
hsa:288	ANK3
hsa:289	ANOP1
hsa:290	ANPEP
hsa:291	SLC25A4
hsa:292	SLC25A5
hsa:293	SLC25A6
hsa:301	ANXA1
hsa:302	ANXA2
hsa:303	ANXA2P1
hsa:304	ANXA2P2
hsa:305	ANXA2P3
hsa:306	ANXA3
hsa:307	ANXA4
hsa:308	ANXA5
hsa:309	ANXA6
hsa:310	ANXA7
hsa:311	ANXA11
hsa:312	ANXA13
hsa:313	AOAH
hsa:314	AOC2
hsa:316	AOX1
hsa:317	APAF1
hsa:318	NUDT2
hsa:319	APOF
hsa:320	APBA1
hsa:321	APBA2
hsa:322	APBB1
hsa:323	APBB2
hsa:324	APC
hsa:325	APCS
hsa:326	AIRE
hsa:327	APEH
hsa:328	APEX1
hsa:329	BIRC2
hsa:330	BIRC3
hsa:331	XIAP
hsa:332	BIRC5
hsa:333	APLP1
hsa:334	APLP2
hsa:335	APOA1
hsa:336	APOA2
hsa:337	APOA4
hsa:338	APOB
hsa:339	APOBEC1
hsa:341	APOC1
hsa:342	APOC1P1
hsa:343	AQP8
hsa:344	APOC2
hsa:345	APOC3
hsa:346	APOC4
hsa:347	APOD
hsa:348	APOE
hsa:350	APOH
hsa:351	APP
hsa:353	APRT
hsa:354	KLK3
hsa:355	FAS
hsa:356	FASLG
hsa:357	SHROOM2
hsa:358	AQP1
hsa:359	AQP2
hsa:360	AQP3
hsa:361	AQP4
hsa:362	AQP5
hsa:363	AQP6
hsa:364	AQP7
hsa:366	AQP9
hsa:367	AR
hsa:368	ABCC6
hsa:369	ARAF
hsa:372	ARCN1
hsa:373	TRIM23
hsa:374	AREG
hsa:375	ARF1
hsa:377	ARF3
hsa:378	ARF4
hsa:379	ARL4D
hsa:380	ARF4P1
hsa:381	ARF5
hsa:382	ARF6
hsa:383	ARG1
hsa:384	ARG2
hsa:387	RHOA
hsa:388	RHOB
hsa:389	RHOC
hsa:390	RND3
hsa:391	RHOG
hsa:392	ARHGAP1
hsa:393	ARHGAP4
hsa:394	ARHGAP5
hsa:395	ARHGAP6
hsa:396	ARHGDIA
hsa:397	ARHGDIB
hsa:398	ARHGDIG
hsa:399	RHOH
hsa:400	ARL1
hsa:401	PHOX2A
hsa:402	ARL2
hsa:403	ARL3
hsa:405	ARNT
hsa:406	ARNTL
hsa:407	ARR3
hsa:408	ARRB1
hsa:409	ARRB2
hsa:410	ARSA
hsa:411	ARSB
hsa:412	STS
hsa:413	ARSC2
hsa:414	ARSD
hsa:415	ARSE
hsa:416	ARSF
hsa:417	ART1
hsa:418	ART2P
hsa:419	ART3
hsa:420	ART4
hsa:421	ARVCF
hsa:424	ARVD3
hsa:425	ARVD4
hsa:427	ASAH1
hsa:429	ASCL1
hsa:430	ASCL2
hsa:431	ASD1
hsa:432	ASGR1
hsa:433	ASGR2
hsa:434	ASIP
hsa:435	ASL
hsa:436	ASLP1
hsa:437	ASMD
hsa:438	ASMT
hsa:439	ASNA1
hsa:440	ASNS
hsa:442	ASNSP2
hsa:443	ASPA
hsa:444	ASPH
hsa:445	ASS1
hsa:447	ASS1P2
hsa:449	ASS1P4
hsa:450	ASS1P5
hsa:451	ASS1P6
hsa:453	ASS1P8
hsa:454	ASS1P9
hsa:455	ASS1P10
hsa:459	ASS1P14
hsa:460	ASTN1
hsa:462	SERPINC1
hsa:463	ZFHX3
hsa:465	ATD
hsa:466	ATF1
hsa:467	ATF3
hsa:468	ATF4
hsa:469	ATF4P1
hsa:470	ATHS
hsa:471	ATIC
hsa:472	ATM
hsa:473	RERE
hsa:474	ATOH1
hsa:475	ATOX1
hsa:476	ATP1A1
hsa:477	ATP1A2
hsa:478	ATP1A3
hsa:479	ATP12A
hsa:480	ATP1A4
hsa:481	ATP1B1
hsa:482	ATP1B2
hsa:483	ATP1B3
hsa:484	ATP1B3P1
hsa:485	ATP1B1P1
hsa:486	FXYD2
hsa:487	ATP2A1
hsa:488	ATP2A2
hsa:489	ATP2A3
hsa:490	ATP2B1
hsa:491	ATP2B2
hsa:492	ATP2B3
hsa:493	ATP2B4
hsa:495	ATP4A
hsa:496	ATP4B
hsa:498	ATP5A1
hsa:501	ALDH7A1
hsa:504	ATP5A1P2
hsa:506	ATP5B
hsa:507	ATP5BP1
hsa:509	ATP5C1
hsa:513	ATP5D
hsa:514	ATP5E
hsa:515	ATP5F1
hsa:516	ATP5G1
hsa:517	ATP5G2
hsa:518	ATP5G3
hsa:520	ATP5G2P1
hsa:521	ATP5I
hsa:522	ATP5J
hsa:523	ATP6V1A
hsa:525	ATP6V1B1
hsa:526	ATP6V1B2
hsa:527	ATP6V0C
hsa:528	ATP6V1C1
hsa:529	ATP6V1E1
hsa:533	ATP6V0B
hsa:534	ATP6V1G2
hsa:535	ATP6V0A1
hsa:537	ATP6AP1
hsa:538	ATP7A
hsa:539	ATP5O
hsa:540	ATP7B
hsa:541	ALDH7A1P1
hsa:542	ALDH7A1P2
hsa:543	ALDH7A1P3
hsa:544	ALDH7A1P4
hsa:545	ATR
hsa:546	ATRX
hsa:547	KIF1A
hsa:549	AUH
hsa:550	AUP1
hsa:551	AVP
hsa:552	AVPR1A
hsa:553	AVPR1B
hsa:554	AVPR2
hsa:558	AXL
hsa:560	AZF1
hsa:563	AZGP1
hsa:566	AZU1
hsa:567	B2M
hsa:568	B2MR
hsa:570	BAAT
hsa:571	BACH1
hsa:572	BAD
hsa:573	BAG1
hsa:574	BAGE
hsa:575	BAI1
hsa:576	BAI2
hsa:577	BAI3
hsa:578	BAK1
hsa:579	NKX3-2
hsa:580	BARD1
hsa:581	BAX
hsa:582	BBS1
hsa:583	BBS2
hsa:585	BBS4
hsa:586	BCAT1
hsa:587	BCAT2
hsa:590	BCHE
hsa:593	BCKDHA
hsa:594	BCKDHB
hsa:595	CCND1
hsa:596	BCL2
hsa:597	BCL2A1
hsa:598	BCL2L1
hsa:599	BCL2L2
hsa:600	BAK1P1
hsa:601	BAK1P2
hsa:602	BCL3
hsa:603	BCL5
hsa:604	BCL6
hsa:605	BCL7A
hsa:606	NBEAP1
hsa:607	BCL9
hsa:608	TNFRSF17
hsa:610	HCN2
hsa:611	OPN1SW
hsa:613	BCR
hsa:616	BCRP4
hsa:617	BCS1L
hsa:618	BCYRN1
hsa:619	BCYRN1P1
hsa:620	BCYRN1P2
hsa:622	BDH1
hsa:623	BDKRB1
hsa:624	BDKRB2
hsa:627	BDNF
hsa:628	BEVI
hsa:629	CFB
hsa:631	BFSP1
hsa:632	BGLAP
hsa:633	BGN
hsa:634	CEACAM1
hsa:635	BHMT
hsa:636	BICD1
hsa:637	BID
hsa:638	BIK
hsa:639	PRDM1
hsa:640	BLK
hsa:641	BLM
hsa:642	BLMH
hsa:643	CXCR5
hsa:644	BLVRA
hsa:645	BLVRB
hsa:646	BNC1
hsa:648	BMI1
hsa:649	BMP1
hsa:650	BMP2
hsa:651	BMP3
hsa:652	BMP4
hsa:653	BMP5
hsa:654	BMP6
hsa:655	BMP7
hsa:656	BMP8B
hsa:657	BMPR1A
hsa:658	BMPR1B
hsa:659	BMPR2
hsa:660	BMX
hsa:661	POLR3D
hsa:662	BNIP1
hsa:663	BNIP2
hsa:664	BNIP3
hsa:665	BNIP3L
hsa:666	BOK
hsa:667	DST
hsa:668	FOXL2
hsa:669	BPGM
hsa:670	BPHL
hsa:671	BPI
hsa:672	BRCA1
hsa:673	BRAF
hsa:675	BRCA2
hsa:676	BRDT
hsa:677	ZFP36L1
hsa:678	ZFP36L2
hsa:680	BRS3
hsa:682	BSG
hsa:683	BST1
hsa:684	BST2
hsa:685	BTC
hsa:686	BTD
hsa:687	KLF9
hsa:688	KLF5
hsa:689	BTF3
hsa:690	BTF3P11
hsa:693	BTF3P1
hsa:694	BTG1
hsa:695	BTK
hsa:696	BTN1A1
hsa:698	BTS1
hsa:699	BUB1
hsa:700	BVR1
hsa:701	BUB1B
hsa:705	BYSL
hsa:706	TSPO
hsa:708	C1QBP
hsa:710	SERPING1
hsa:711	ERC2-IT1
hsa:712	C1QA
hsa:713	C1QB
hsa:714	C1QC
hsa:715	C1R
hsa:716	C1S
hsa:717	C2
hsa:718	C3
hsa:719	C3AR1
hsa:720	C4A
hsa:721	C4B
hsa:722	C4BPA
hsa:724	C4BPAP2
hsa:725	C4BPB
hsa:726	CAPN5
hsa:727	C5
hsa:728	C5AR1
hsa:729	C6
hsa:730	C7
hsa:731	C8A
hsa:732	C8B
hsa:733	C8G
hsa:734	OSGIN2
hsa:735	C9
hsa:738	VPS51
hsa:740	MRPL49
hsa:741	ZNHIT2
hsa:744	MPPED2
hsa:745	MYRF
hsa:746	TMEM258
hsa:747	DAGLA
hsa:750	C16orf3
hsa:752	FMNL1
hsa:753	LDLRAD4
hsa:754	PTTG1IP
hsa:755	C21orf2
hsa:757	TMEM50B
hsa:758	MPPED1
hsa:759	CA1
hsa:760	CA2
hsa:761	CA3
hsa:762	CA4
hsa:763	CA5A
hsa:764	CA5AP1
hsa:765	CA6
hsa:766	CA7
hsa:767	CA8
hsa:768	CA9
hsa:770	CA11
hsa:771	CA12
hsa:772	CACD
hsa:773	CACNA1A
hsa:774	CACNA1B
hsa:775	CACNA1C
hsa:776	CACNA1D
hsa:777	CACNA1E
hsa:778	CACNA1F
hsa:779	CACNA1S
hsa:780	DDR1
hsa:781	CACNA2D1
hsa:782	CACNB1
hsa:783	CACNB2
hsa:784	CACNB3
hsa:785	CACNB4
hsa:786	CACNG1
hsa:788	SLC25A20
hsa:789	SLC25A20P1
hsa:790	CAD
hsa:793	CALB1
hsa:794	CALB2
hsa:795	S100G
hsa:796	CALCA
hsa:797	CALCB
hsa:798	CALCP
hsa:799	CALCR
hsa:800	CALD1
hsa:801	CALM1
hsa:802	CALM1P1
hsa:804	CALM1P2
hsa:805	CALM2
hsa:806	CALM2P2
hsa:807	CALM2P3
hsa:808	CALM3
hsa:810	CALML3
hsa:811	CALR
hsa:813	CALU
hsa:814	CAMK4
hsa:815	CAMK2A
hsa:816	CAMK2B
hsa:817	CAMK2D
hsa:818	CAMK2G
hsa:819	CAMLG
hsa:820	CAMP
hsa:821	CANX
hsa:822	CAPG
hsa:823	CAPN1
hsa:824	CAPN2
hsa:825	CAPN3
hsa:826	CAPNS1
hsa:827	CAPN6
hsa:828	CAPS
hsa:829	CAPZA1
hsa:830	CAPZA2
hsa:831	CAST
hsa:832	CAPZB
hsa:833	CARS
hsa:834	CASP1
hsa:835	CASP2
hsa:836	CASP3
hsa:837	CASP4
hsa:838	CASP5
hsa:839	CASP6
hsa:840	CASP7
hsa:841	CASP8
hsa:842	CASP9
hsa:843	CASP10
hsa:844	CASQ1
hsa:845	CASQ2
hsa:846	CASR
hsa:847	CAT
hsa:856	CATR1
hsa:857	CAV1
hsa:858	CAV2
hsa:859	CAV3
hsa:860	RUNX2
hsa:861	RUNX1
hsa:862	RUNX1T1
hsa:863	CBFA2T3
hsa:864	RUNX3
hsa:865	CBFB
hsa:866	SERPINA6
hsa:867	CBL
hsa:868	CBLB
hsa:869	CBLN1
hsa:871	SERPINH1
hsa:873	CBR1
hsa:874	CBR3
hsa:875	CBS
hsa:878	CCA1
hsa:881	CCIN
hsa:882	CCAL1
hsa:883	CCBL1
hsa:885	CCK
hsa:886	CCKAR
hsa:887	CCKBR
hsa:889	KRIT1
hsa:890	CCNA2
hsa:891	CCNB1
hsa:892	CCNC
hsa:894	CCND2
hsa:895	CCND2P1
hsa:896	CCND3
hsa:897	CCND3P
hsa:898	CCNE1
hsa:899	CCNF
hsa:900	CCNG1
hsa:901	CCNG2
hsa:902	CCNH
hsa:904	CCNT1
hsa:905	CCNT2
hsa:907	CCT
hsa:908	CCT6A
hsa:909	CD1A
hsa:910	CD1B
hsa:911	CD1C
hsa:912	CD1D
hsa:913	CD1E
hsa:914	CD2
hsa:915	CD3D
hsa:916	CD3E
hsa:917	CD3G
hsa:919	CD247
hsa:920	CD4
hsa:921	CD5
hsa:922	CD5L
hsa:923	CD6
hsa:924	CD7
hsa:925	CD8A
hsa:926	CD8B
hsa:927	CD8BP
hsa:928	CD9
hsa:929	CD14
hsa:930	CD19
hsa:931	MS4A1
hsa:932	MS4A3
hsa:933	CD22
hsa:935	CD24P1
hsa:936	CD24P2
hsa:937	CD24P3
hsa:938	CD24P4
hsa:939	CD27
hsa:940	CD28
hsa:941	CD80
hsa:942	CD86
hsa:943	TNFRSF8
hsa:944	TNFSF8
hsa:945	CD33
hsa:946	SIGLEC6
hsa:947	CD34
hsa:948	CD36
hsa:949	SCARB1
hsa:950	SCARB2
hsa:951	CD37
hsa:952	CD38
hsa:953	ENTPD1
hsa:954	ENTPD2
hsa:955	ENTPD6
hsa:956	ENTPD3
hsa:957	ENTPD5
hsa:958	CD40
hsa:959	CD40LG
hsa:960	CD44
hsa:961	CD47
hsa:962	CD48
hsa:963	CD53
hsa:965	CD58
hsa:966	CD59
hsa:967	CD63
hsa:968	CD68
hsa:969	CD69
hsa:970	CD70
hsa:971	CD72
hsa:972	CD74
hsa:973	CD79A
hsa:974	CD79B
hsa:975	CD81
hsa:976	CD97
hsa:977	CD151
hsa:978	CDA
hsa:981	CDAN3
hsa:982	CDB2
hsa:983	CDK1
hsa:984	CDK11B
hsa:987	LRBA
hsa:988	CDC5L
hsa:989	SEPT7
hsa:990	CDC6
hsa:991	CDC20
hsa:993	CDC25A
hsa:994	CDC25B
hsa:995	CDC25C
hsa:996	CDC27
hsa:997	CDC34
hsa:998	CDC42
hsa:999	CDH1
hsa:1000	CDH2
hsa:1001	CDH3
hsa:1002	CDH4
hsa:1003	CDH5
hsa:1004	CDH6
hsa:1005	CDH7
hsa:1006	CDH8
hsa:1007	CDH9
hsa:1008	CDH10
hsa:1009	CDH11
hsa:1010	CDH12
hsa:1011	CDH12P2
hsa:1012	CDH13
hsa:1013	CDH15
hsa:1014	CDH16
hsa:1015	CDH17
hsa:1016	CDH18
hsa:1017	CDK2
hsa:1018	CDK3
hsa:1019	CDK4
hsa:1020	CDK5
hsa:1021	CDK6
hsa:1022	CDK7
hsa:1023	CDL2
hsa:1024	CDK8
hsa:1025	CDK9
hsa:1026	CDKN1A
hsa:1027	CDKN1B
hsa:1028	CDKN1C
hsa:1029	CDKN2A
hsa:1030	CDKN2B
hsa:1031	CDKN2C
hsa:1032	CDKN2D
hsa:1033	CDKN3
hsa:1036	CDO1
hsa:1038	CDR1
hsa:1039	CDR2
hsa:1040	CDS1
hsa:1041	CDSN
hsa:1043	CD52
hsa:1044	CDX1
hsa:1045	CDX2
hsa:1046	CDX4
hsa:1047	CLGN
hsa:1048	CEACAM5
hsa:1050	CEBPA
hsa:1051	CEBPB
hsa:1052	CEBPD
hsa:1053	CEBPE
hsa:1054	CEBPG
hsa:1055	CECR
hsa:1056	CEL
hsa:1057	CELP
hsa:1058	CENPA
hsa:1059	CENPB
hsa:1060	CENPC
hsa:1061	CENPCP1
hsa:1062	CENPE
hsa:1063	CENPF
hsa:1066	CES1
hsa:1068	CETN1
hsa:1069	CETN2
hsa:1070	CETN3
hsa:1071	CETP
hsa:1072	CFL1
hsa:1073	CFL2
hsa:1074	CFL1P5
hsa:1075	CTSC
hsa:1080	CFTR
hsa:1081	CGA
hsa:1082	CGB
hsa:1083	CGF1
hsa:1084	CEACAM3
hsa:1085	CEACAMP5
hsa:1086	CEACAMP11
hsa:1087	CEACAM7
hsa:1088	CEACAM8
hsa:1089	CEACAM4
hsa:1090	CEACAMP1
hsa:1091	CEACAMP2
hsa:1092	CEACAMP3
hsa:1093	CEACAMP4
hsa:1094	CEACAMP6
hsa:1095	CEACAMP7
hsa:1096	CEACAMP8
hsa:1097	CEACAMP9
hsa:1098	CEACAMP10
hsa:1101	CHAD
hsa:1102	RCBTB2
hsa:1103	CHAT
hsa:1104	RCC1
hsa:1105	CHD1
hsa:1106	CHD2
hsa:1107	CHD3
hsa:1108	CHD4
hsa:1109	AKR1C4
hsa:1110	CHE2
hsa:1111	CHEK1
hsa:1112	FOXN3
hsa:1113	CHGA
hsa:1114	CHGB
hsa:1116	CHI3L1
hsa:1117	CHI3L2
hsa:1118	CHIT1
hsa:1119	CHKA
hsa:1120	CHKB
hsa:1121	CHM
hsa:1122	CHML
hsa:1123	CHN1
hsa:1124	CHN2
hsa:1125	CHR
hsa:1128	CHRM1
hsa:1129	CHRM2
hsa:1130	LYST
hsa:1131	CHRM3
hsa:1132	CHRM4
hsa:1133	CHRM5
hsa:1134	CHRNA1
hsa:1135	CHRNA2
hsa:1136	CHRNA3
hsa:1137	CHRNA4
hsa:1138	CHRNA5
hsa:1139	CHRNA7
hsa:1140	CHRNB1
hsa:1141	CHRNB2
hsa:1142	CHRNB3
hsa:1143	CHRNB4
hsa:1144	CHRND
hsa:1145	CHRNE
hsa:1146	CHRNG
hsa:1147	CHUK
hsa:1149	CIDEA
hsa:1152	CKB
hsa:1153	CIRBP
hsa:1154	CISH
hsa:1155	TBCB
hsa:1156	CKBE
hsa:1157	CKBP1
hsa:1158	CKM
hsa:1159	CKMT1B
hsa:1160	CKMT2
hsa:1161	ERCC8
hsa:1163	CKS1B
hsa:1164	CKS2
hsa:1165	SCAR2
hsa:1167	CLA3
hsa:1173	AP2M1
hsa:1174	AP1S1
hsa:1175	AP2S1
hsa:1176	AP3S1
hsa:1178	CLC
hsa:1179	CLCA1
hsa:1180	CLCN1
hsa:1181	CLCN2
hsa:1182	CLCN3
hsa:1183	CLCN4
hsa:1184	CLCN5
hsa:1185	CLCN6
hsa:1186	CLCN7
hsa:1187	CLCNKA
hsa:1188	CLCNKB
hsa:1191	CLU
hsa:1192	CLIC1
hsa:1193	CLIC2
hsa:1195	CLK1
hsa:1196	CLK2
hsa:1197	CLK2P
hsa:1198	CLK3
hsa:1200	TPP1
hsa:1201	CLN3
hsa:1203	CLN5
hsa:1204	CLNS1AP1
hsa:1207	CLNS1A
hsa:1208	CLPS
hsa:1209	CLPTM1
hsa:1211	CLTA
hsa:1212	CLTB
hsa:1213	CLTC
hsa:1215	CMA1
hsa:1218	CMD1B
hsa:1219	CMD1C
hsa:1222	CMD1F
hsa:1230	CCR1
hsa:1232	CCR3
hsa:1233	CCR4
hsa:1234	CCR5
hsa:1235	CCR6
hsa:1236	CCR7
hsa:1237	CCR8
hsa:1238	ACKR2
hsa:1240	CMKLR1
hsa:1241	LTB4R
hsa:1243	CMM
hsa:1244	ABCC2
hsa:1245	CMR1A
hsa:1246	CMR2A
hsa:1247	CMR3A
hsa:1253	CMTX2
hsa:1254	CMTX3
hsa:1255	CNA1
hsa:1257	CNC2
hsa:1258	CNGB1
hsa:1259	CNGA1
hsa:1260	CNGA2
hsa:1261	CNGA3
hsa:1262	CNGA4
hsa:1263	PLK3
hsa:1264	CNN1
hsa:1265	CNN2
hsa:1266	CNN3
hsa:1267	CNP
hsa:1268	CNR1
hsa:1269	CNR2
hsa:1270	CNTF
hsa:1271	CNTFR
hsa:1272	CNTN1
hsa:1275	COD2
hsa:1277	COL1A1
hsa:1278	COL1A2
hsa:1279	COL1AR
hsa:1280	COL2A1
hsa:1281	COL3A1
hsa:1282	COL4A1
hsa:1283	CTD
hsa:1284	COL4A2
hsa:1285	COL4A3
hsa:1286	COL4A4
hsa:1287	COL4A5
hsa:1288	COL4A6
hsa:1289	COL5A1
hsa:1290	COL5A2
hsa:1291	COL6A1
hsa:1292	COL6A2
hsa:1293	COL6A3
hsa:1294	COL7A1
hsa:1295	COL8A1
hsa:1296	COL8A2
hsa:1297	COL9A1
hsa:1298	COL9A2
hsa:1299	COL9A3
hsa:1300	COL10A1
hsa:1301	COL11A1
hsa:1302	COL11A2
hsa:1303	COL12A1
hsa:1305	COL13A1
hsa:1306	COL15A1
hsa:1307	COL16A1
hsa:1308	COL17A1
hsa:1310	COL19A1
hsa:1311	COMP
hsa:1312	COMT
hsa:1313	COP
hsa:1314	COPA
hsa:1315	COPB1
hsa:1316	KLF6
hsa:1317	SLC31A1
hsa:1318	SLC31A2
hsa:1319	CORD1
hsa:1321	CORD4
hsa:1325	CORT
hsa:1326	MAP3K8
hsa:1327	COX4I1
hsa:1329	COX5B
hsa:1330	COX5BP1
hsa:1331	COX5BP2
hsa:1332	COX5BP3
hsa:1333	COX5BP4
hsa:1336	COX5BP7
hsa:1337	COX6A1
hsa:1338	COX6A1P1
hsa:1339	COX6A2
hsa:1340	COX6B1
hsa:1342	COX6B1P2
hsa:1343	COX6B1P3
hsa:1345	COX6C
hsa:1346	COX7A1
hsa:1347	COX7A2
hsa:1348	COX7A2P2
hsa:1349	COX7B
hsa:1350	COX7C
hsa:1351	COX8A
hsa:1352	COX10
hsa:1353	COX11
hsa:1355	COX15
hsa:1356	CP
hsa:1357	CPA1
hsa:1358	CPA2
hsa:1359	CPA3
hsa:1360	CPB1
hsa:1361	CPB2
hsa:1362	CPD
hsa:1363	CPE
hsa:1364	CLDN4
hsa:1365	CLDN3
hsa:1366	CLDN7
hsa:1368	CPM
hsa:1369	CPN1
hsa:1370	CPN2
hsa:1371	CPOX
hsa:1373	CPS1
hsa:1374	CPT1A
hsa:1375	CPT1B
hsa:1376	CPT2
hsa:1378	CR1
hsa:1379	CR1L
hsa:1380	CR2
hsa:1381	CRABP1
hsa:1382	CRABP2
hsa:1384	CRAT
hsa:1385	CREB1
hsa:1386	ATF2
hsa:1387	CREBBP
hsa:1388	ATF6B
hsa:1389	CREBL2
hsa:1390	CREM
hsa:1391	CRG
hsa:1392	CRH
hsa:1393	CRHBP
hsa:1394	CRHR1
hsa:1395	CRHR2
hsa:1396	CRIP1
hsa:1397	CRIP2
hsa:1398	CRK
hsa:1399	CRKL
hsa:1400	CRMP1
hsa:1401	CRP
hsa:1403	CRS
hsa:1404	HAPLN1
hsa:1406	CRX
hsa:1407	CRY1
hsa:1408	CRY2
hsa:1409	CRYAA
hsa:1410	CRYAB
hsa:1411	CRYBA1
hsa:1412	CRYBA2
hsa:1413	CRYBA4
hsa:1414	CRYBB1
hsa:1415	CRYBB2
hsa:1416	CRYBB2P1
hsa:1417	CRYBB3
hsa:1418	CRYGA
hsa:1419	CRYGB
hsa:1420	CRYGC
hsa:1421	CRYGD
