MicroRNA;GeneName;EntrezID;Evidence
hsa-mir-124-3p;NPPA;4878;22837048
hsa-mir-124-3p;SENP8;123228;18042700
hsa-mir-124-3p;DICER1;23405;21225654
hsa-mir-124-3p;NR3C1;2908;19131573
hsa-mir-124-3p;SUCLG2;8801;16549876
hsa-mir-124-3p;REST;5978;19561591
hsa-mir-124-3p;PGF;5228;18042700
hsa-mir-124-3p;S100B;6285;22171971
hsa-mir-124-3p;PDX1;3651;17462994
hsa-mir-124-3p;EFNB1;1947;20308325
hsa-mir-124-3p;CDKN2D;1032;18619591
hsa-mir-124-3p;CD28;940;22846781
hsa-mir-124-3p;CHODL;140578;18042700
hsa-mir-124-3p;IQGAP1;8826;21318219
hsa-mir-124-3p;SOX9;6662;19287386
hsa-mir-124-3p;CCND1;595;17308079
hsa-mir-124-3p;SMARCA1;6594;19561591
hsa-mir-124-3p;PRKD1;5587;18042700
hsa-mir-124-3p;CDKN1A;1026;22450659
hsa-mir-124-3p;KCNJ8;3764;17462994
hsa-mir-124-3p;EPHA1;2041;20308325
hsa-mir-124-3p;RHOD;29984;18619591
hsa-mir-124-3p;PKM2;5315;22895557
hsa-mir-124-3p;JAKMIP1;152789;18042700
hsa-mir-124-3p;EZH2;2146;21672940
hsa-mir-124-3p;CCL2;6347;19404929
hsa-mir-124-3p;BBS9;27241;17344415
hsa-mir-124-3p;DPF1;8193;19561591
hsa-mir-124-3p;PLSCR3;57048;18042700
hsa-mir-124-3p;CDKN1B;1027;22450659
hsa-mir-124-3p;NPAT;4863;17462994
hsa-mir-124-3p;EVI1;2122;20448201
hsa-mir-124-3p;RAC1;5879;18619591
hsa-mir-124-3p;SNAI2;6591;22918790
hsa-mir-124-3p;E2F5;1875;18042700
hsa-mir-124-3p;ROCK2;9475;21672940
hsa-mir-124-3p;REST;5978;19458943
hsa-mir-124-3p;ITGB1;3688;17344415
hsa-mir-124-3p;ACTL6A;86;19561591
hsa-mir-124-3p;SCPEP1;59342;18042700
hsa-mir-124-3p;AKT1;207;22450659
hsa-mir-124-3p;ATP8A2;51761;17462994
hsa-mir-124-3p;GATA1;2623;20448201
hsa-mir-124-3p;CDC42;998;18619591
hsa-mir-124-3p;TWIST1;7291;22918790
hsa-mir-1236-3p;VEGFA;7422;22223733
hsa-mir-1236-3p;FLT4;2324;22223733
hsa-mir-1236-3p;IL1B;3553;22223733
hsa-mir-1236-3p;KDR;3791;22223733
hsa-mir-1226-5p;MUC1;4582;20514397
hsa-mir-1224-5p;RNASEN;29102;17964270
hsa-mir-1224-5p;RNASEN;29102;21914725
hsa-mir-122-5p;CCNG1;900;19584283
hsa-mir-122-5p;DCP2;167227;21543503
hsa-mir-122-5p;ALDOA;226;19296470
hsa-mir-122-5p;EIF2C2;27161;20395958
hsa-mir-122-5p;ATP8A2;51761;22965541
hsa-mir-122-5p;HMOX1;3162;17919492
hsa-mir-122-5p;IGF1R;3480;19726678
hsa-mir-122-5p;ADM;133;21802841
hsa-mir-122-5p;RAB6B;51560;19296470
hsa-mir-122-5p;CUX1;1523;20842632
hsa-mir-122-5p;TP53;7157;23221562
hsa-mir-122-5p;BPNT1;10380;18776238
hsa-mir-122-5p;DGAT2;84649;20124555
hsa-mir-122-5p;CCND1;595;22105316
hsa-mir-122-5p;NFATC2IP;84901;19296470
hsa-mir-122-5p;SCPEP1;59342;21177824
hsa-mir-122-5p;CTNNB1;1499;19607815
hsa-mir-122-5p;PATL1;219988;21543503
hsa-mir-122-5p;FOXJ3;22887;19296470
hsa-mir-122-5p;NCBP1;4686;20395958
hsa-mir-122-5p;DICER1;23405;22999255
hsa-mir-122-5p;IFNB1;3456;17943132
hsa-mir-122-5p;SRF;6722;19726678
hsa-mir-122-5p;CCND1;595;21802841
hsa-mir-122-5p;GALNT10;55568;19296470
hsa-mir-122-5p;CYP7A1;1581;20842632
hsa-mir-122-5p;PTTG1;9232;23221562
hsa-mir-122-5p;SLC7A1;6541;19067360
hsa-mir-122-5p;HSPG2;3339;20150764
hsa-mir-122-5p;TP53;7157;22105316
hsa-mir-122-5p;TBX19;9095;19296470
hsa-mir-122-5p;PPARGC1A;10891;21241755
hsa-mir-122-5p;PRKAA1;5562;16459310
hsa-mir-122-5p;APC;324;19607815
hsa-mir-122-5p;EIF2C2;27161;21543503
hsa-mir-122-5p;XPO6;23214;19296470
hsa-mir-122-5p;CRAT;1384;20412689
hsa-mir-122-5p;TARBP2;6895;22999255
hsa-mir-122-5p;GTF2B;2959;18073344
hsa-mir-122-5p;HMGCR;3156;19846523
hsa-mir-122-5p;BCL2L2;599;21802841
hsa-mir-122-5p;UBAP2;55833;19296470
hsa-mir-122-5p;FOXA2;3170;20842632
hsa-mir-122-5p;EIF2C2;27161;23245472
hsa-mir-122-5p;CLTC;1213;19122656
hsa-mir-122-5p;BCL2L2;599;20150764
hsa-mir-122-5p;FURIN;5045;22124653
hsa-mir-122-5p;NUMBL;9253;19296470
hsa-mir-122-5p;AMACR;23600;21241755
hsa-mir-122-5p;PRKAA2;5563;16459310
hsa-mir-122-5p;FOXA1;3169;19617899
hsa-mir-122-5p;LSM1;27257;21543503
hsa-mir-122-5p;SLC7A11;23657;19296470
hsa-mir-122-5p;IFNA1;3439;20428788
hsa-mir-122-5p;IFNA1;3439;23055569
hsa-mir-122-5p;GYS1;2997;18073344
hsa-mir-122-5p;ATP8A2;51761;19891584
hsa-mir-122-5p;MARCKSL1;65108;21802841
hsa-mir-122-5p;MAPK11;5600;19296470
hsa-mir-122-5p;HNF4A;3172;20842632
hsa-mir-122-5p;ACSF3;197322;23337955
hsa-mir-122-5p;IFNA1;3439;19122656
hsa-mir-122-5p;CCNG1;900;20150764
hsa-mir-122-5p;EIF2C2;27161;22189820
hsa-mir-122-5p;G6PC3;92579;19296470
hsa-mir-122-5p;HNF4A;3172;21241755
hsa-mir-122-5p;PRKAB1;5564;16459310
hsa-mir-122-5p;FOXA2;3170;19617899
hsa-mir-122-5p;XRN1;54464;21543503
hsa-mir-122-5p;RIPK5;25778;19296470
hsa-mir-122-5p;IFNA1;3439;20537478
hsa-mir-122-5p;NT5C3;51251;23055569
hsa-mir-122-5p;DICER1;23405;18192054
hsa-mir-122-5p;IL1A;3552;19917630
hsa-mir-122-5p;CDKN2D;1032;21819044
hsa-mir-122-5p;RAB6A;5870;19296470
hsa-mir-122-5p;PRDX2;7001;20859956
hsa-mir-122-5p;ABCD1;215;23337955
hsa-mir-122-5p;AKT3;10000;19296470
hsa-mir-122-5p;CYP7A1;1581;20351063
hsa-mir-122-5p;PPIA;5478;22212566
hsa-mir-122-5p;ENTPD4;9583;19296470
hsa-mir-122-5p;HFE2;148738;21364282
hsa-mir-122-5p;SLC7A1;6541;16777601
hsa-mir-122-5p;RHOA;387;19617899
hsa-mir-122-5p;ATXN2;6311;21543503
hsa-mir-122-5p;FOXP1;27086;19296470
hsa-mir-122-5p;IMPACT;55364;20537478
hsa-mir-122-5p;DDX6;1656;23141719
hsa-mir-122-5p;CRAT;1384;18414021
hsa-mir-122-5p;RAC1;5879;19935707
hsa-mir-122-5p;SCPEP1;59342;21819044
hsa-mir-122-5p;SLC7A1;6541;19296470
hsa-mir-122-5p;SREBF1;6720;20943752
hsa-mir-122-5p;FZD5;7855;23337955
hsa-mir-122-5p;TRIB1;10221;19296470
hsa-mir-122-5p;CYP8B1;1582;20351063
hsa-mir-122-5p;TCF7L2;6934;22276989
hsa-mir-122-5p;PPARA;5465;19487572
hsa-mir-122-5p;HFE;3077;21364282
hsa-mir-122-5p;CCHCR1;54535;17179747
hsa-mir-122-5p;HNF1A;6927;19617899
hsa-mir-122-5p;PYCARD;29108;21692939
hsa-mir-122-5p;ANK2;287;19296470
hsa-mir-122-5p;IRF9;10379;20592082
hsa-mir-122-5p;DDX3X;1654;23218444
hsa-mir-122-5p;SF4;57794;18414021
hsa-mir-122-5p;CGA;1081;20111709
hsa-mir-122-5p;DICER1;23405;21868483
hsa-mir-122-5p;AACS;65985;19296470
hsa-mir-122-5p;LGALS3;3958;20960104
hsa-mir-122-5p;AP3M2;10947;19296470
hsa-mir-122-5p;DDX6;1656;20392846
hsa-mir-122-5p;WNT1;7471;22276989
hsa-mir-122-5p;SMARCD1;6602;19487572
hsa-mir-122-5p;HAMP;57817;21364282
hsa-mir-122-5p;SLC7A1;6541;17179747
hsa-mir-122-5p;IHH;3549;19619125
hsa-mir-122-5p;CDKN2D;1032;21714529
hsa-mir-122-5p;ANXA11;311;19296470
hsa-mir-122-5p;SLC17A5;26503;20678445
hsa-mir-122-5p;CCND1;595;23218444
hsa-mir-122-5p;CDKN2D;1032;18597480
hsa-mir-122-5p;CPT1A;1374;20124555
hsa-mir-122-5p;EIF2C2;27161;21868483
hsa-mir-122-5p;ADAM17;6868;19296470
hsa-mir-122-5p;POMC;5443;20960104
hsa-mir-122-5p;EGLN3;112399;19296470
hsa-mir-122-5p;MET;4233;20392846
hsa-mir-122-5p;EIF2C2;27161;22532678
hsa-mir-122-5p;CCND1;595;19584283
hsa-mir-122-5p;BMPR1A;657;21364282
hsa-mir-122-5p;SLC7A1;6541;17381319
hsa-mir-122-5p;SCPEP1;59342;19706194
hsa-mir-122-5p;SSB;6741;21714529
hsa-mir-122-5p;MECP2;4204;19296470
hsa-mir-122-5p;IL6;3569;20678445
hsa-mir-122-5p;CCNG1;900;23218444
hsa-mir-122-5p;CSK;1445;18597480
hsa-mir-122-5p;FASN;2194;20124555
hsa-mir-122-5p;HNF4A;3172;21920465
hsa-mir-122-5p;TPD52L1;7164;19296470
hsa-mir-122-5p;RUNX2;860;20960104
hsa-mir-122-5p;G3BP1;10146;21543503
hsa-mir-122-5p;ALS2CR13;150864;19296470
hsa-mir-122-5p;SFRS1;6426;20392846
hsa-mir-122-5p;SCPEP1;59342;22532678
hsa-mir-122-5p;TP53;7157;19584283
hsa-mir-122-5p;SLC7A1;6541;17381334
hsa-mir-122-5p;DCT;1638;19719919
hsa-mir-122-5p;MYCN;4613;21725618
hsa-mir-122-5p;NCAM1;4684;19296470
hsa-mir-122-5p;TNF;7124;20678445
hsa-mir-122-5p;ZNF395;55893;23221562
hsa-mir-122-5p;BCL2;596;18692484
hsa-mir-122-5p;ACACA;31;20124555
hsa-mir-122-5p;ONECUT1;3175;21920465
hsa-mir-122-5p;TPD52L2;7165;19296470
hsa-mir-122-5p;EBP;10682;21038412
hsa-mir-122-5p;DDX6;1656;21543503
hsa-mir-122-5p;DUSP2;1844;19296470
hsa-mir-122-5p;CREBBP;1387;20395958
hsa-mir-122-5p;HSD11B1;3290;22965541
hsa-mir-122-5p;TTR;7276;19584283
hsa-mir-122-5p;DICER1;23405;17616579
hsa-mir-122-5p;ADAM10;102;19726678
hsa-mir-122-5p;NDRG3;57446;21725618
hsa-mir-122-5p;ATP1A2;477;19296470
hsa-mir-122-5p;EBP;10682;20842632
hsa-mir-122-5p;CCND1;595;23221562
hsa-mir-122-5p;BCL2L2;599;18692484
hsa-mir-122-5p;SREBF1;6720;20124555
hsa-mir-122-5p;ONECUT2;9480;21920465
hsa-mir-122-5p;RAB11FIP1;80223;19296470
hsa-mir-122-5p;EIF2C2;27161;21177824
hsa-mir-1204;MYC;4609;18194563
hsa-mir-1204;MYC;4609;18314482
hsa-mir-10b-5p;ILF3;3609;22573479
hsa-mir-10b-5p;RHOA;387;20843787
hsa-mir-10b-5p;RHOC;389;19536818
hsa-mir-10b-5p;SEPN1;57190;21241449
hsa-mir-10b-5p;NPC1;4864;20732742
hsa-mir-10b-5p;TWIST1;7291;21642433
hsa-mir-10b-5p;RHOA;387;22573479
hsa-mir-10b-5p;RHOC;389;20843787
hsa-mir-10b-5p;PLAUR;5329;19536818
hsa-mir-10b-5p;ROS1;6098;21241449
hsa-mir-10b-5p;TWIST1;7291;20732742
hsa-mir-10b-5p;PSAT1;29968;21769427
hsa-mir-10b-5p;HOXD10;3236;17898713
hsa-mir-10b-5p;MMP2;4313;22573479
hsa-mir-10b-5p;SRC;6714;20843787
hsa-mir-10b-5p;EGFR;1956;19585508
hsa-mir-10b-5p;TERT;7015;21241449
hsa-mir-10b-5p;PDLIM7;9260;20732742
hsa-mir-10b-5p;HOXD10;3236;21795860
hsa-mir-10b-5p;RHOC;389;17898713
hsa-mir-10b-5p;MMP9;4318;22573479
hsa-mir-10b-5p;TWIST1;7291;20843787
hsa-mir-10b-5p;BRMS1;25855;19585508
hsa-mir-10b-5p;WNT5A;7474;21241449
hsa-mir-10b-5p;HOXD10;3236;22020939
hsa-mir-10b-5p;HLA-E;3133;20841498
hsa-mir-10b-5p;TWIST1;7291;17898713
hsa-mir-10b-5p;SERPINE1;5054;22573479
hsa-mir-10b-5p;CD44;960;20843787
hsa-mir-10b-5p;RHOC;389;19585508
hsa-mir-10b-5p;TXNL1;9352;21241449
hsa-mir-10b-5p;MAPK8;5599;22020939
hsa-mir-10b-5p;MYF5;4617;20841498
hsa-mir-10b-5p;HOXD10;3236;18373886
hsa-mir-10b-5p;PTGS2;5743;22573479
hsa-mir-10b-5p;ZNF77;58492;21047409
hsa-mir-10b-5p;PLAU;5328;19585508
hsa-mir-10b-5p;PRAP1;118471;21398193
hsa-mir-10b-5p;TWIST1;7291;22020939
hsa-mir-10b-5p;MYOD1;4654;20841498
hsa-mir-10b-5p;TNC;3371;18373886
hsa-mir-10b-5p;TAF9;6880;22573479
hsa-mir-10b-5p;ZNF135;7694;21047409
hsa-mir-10b-5p;SPP1;6696;19585508
hsa-mir-10b-5p;HOXD10;3236;21419107
hsa-mir-10b-5p;WISP2;8839;22020939
hsa-mir-10b-5p;PAX7;5081;20841498
hsa-mir-10b-5p;RHOC;389;18373886
hsa-mir-10b-5p;JHDM1D;80853;22573479
hsa-mir-10b-5p;GLRX3;10539;21241449
hsa-mir-10b-5p;HDAC9;9734;19585508
hsa-mir-10b-5p;PLAUR;5329;21419107
hsa-mir-10b-5p;MYL9;10398;22573479
hsa-mir-10b-5p;RHOD;29984;20843787
hsa-mir-10b-5p;SOX4;6659;18373886
hsa-mir-10b-5p;RUNX1;861;22573479
hsa-mir-10b-5p;AHSA1;10598;21241449
hsa-mir-10b-5p;PPARA;5465;19780876
hsa-mir-10b-5p;MAPRE1;22919;21562367
hsa-mir-10b-5p;RHOD;29984;22573479
hsa-mir-10b-5p;HADH;3033;20843787
hsa-mir-10b-5p;CD44;960;18373886
hsa-mir-10b-5p;CLDN1;9076;22573479
hsa-mir-10b-5p;EIF2C2;27161;21241449
hsa-mir-10b-5p;KLF4;9314;20075075
hsa-mir-10b-5p;HOXD4;3233;21562367
hsa-mir-10b-5p;ANXA3;306;22573479
hsa-mir-10b-5p;HOXD10;3236;20843787
hsa-mir-10b-5p;HOXD10;3236;19536818
hsa-mir-10b-5p;GPX3;2878;21241449
hsa-mir-10b-5p;HOXD10;3236;20351690
hsa-mir-10b-5p;HOXD10;3236;21642433
hsa-mir-10a-5p;CHL1;10752;22634495
hsa-mir-10a-5p;DICER1;23405;19232136
hsa-mir-10a-5p;IL6;3569;20624982
hsa-mir-10a-5p;RNASEN;29102;21333734
hsa-mir-10a-5p;PDXP;57026;22801550
hsa-mir-10a-5p;HOXD4;3233;19232136
hsa-mir-10a-5p;NFKBIA;4792;20624982
hsa-mir-10a-5p;MYC;4609;21333734
hsa-mir-10a-5p;HOXB1;3211;19747919
hsa-mir-10a-5p;RELA;5970;20624982
hsa-mir-10a-5p;MDM4;4194;21784052
hsa-mir-10a-5p;HOXB3;3213;19747919
hsa-mir-10a-5p;CCL2;6347;20624982
hsa-mir-10a-5p;NPM1;4869;21784052
hsa-mir-10a-5p;CREB1;1385;20309390
hsa-mir-10a-5p;MAP3K7;6885;20624982
hsa-mir-10a-5p;TP53;7157;21784052
hsa-mir-10a-5p;ELAVL2;1993;20309390
hsa-mir-10a-5p;BTRC;8945;20624982
hsa-mir-10a-5p;MYD88;4615;22068236
hsa-mir-10a-5p;BDNF;627;20309390
hsa-mir-10a-5p;BCR;613;20842500
hsa-mir-10a-5p;AKT1;207;22293682
hsa-mir-10a-5p;DNMT1;1786;17660710
hsa-mir-10a-5p;CAMK2B;816;20309390
hsa-mir-10a-5p;ARSF;416;21118818
hsa-mir-10a-5p;HOXD10;3236;22293682
hsa-mir-10a-5p;DNMT3B;1789;17660710
hsa-mir-10a-5p;ZEB1;6935;20588024
hsa-mir-10a-5p;SFRS1;6426;21118818
hsa-mir-10a-5p;RHOC;389;22293682
hsa-mir-10a-5p;HOXA3;3200;17660710
hsa-mir-10a-5p;ZEB2;9839;20588024
hsa-mir-10a-5p;DICER1;23405;21212805
hsa-mir-10a-5p;TWIST1;7291;22293682
hsa-mir-10a-5p;HOXD10;3236;17660710
hsa-mir-10a-5p;LBX1;10660;20624982
hsa-mir-10a-5p;AMACR;23600;21333734
hsa-mir-107;DICER1;23405;21029372
hsa-mir-107;TP53;7157;23220650
hsa-mir-107;RXRA;6256;20348243
hsa-mir-107;DICER1;23405;21111402
hsa-mir-107;BACE1;23621;18234899
hsa-mir-107;NOTCH2;4853;23299462
hsa-mir-107;GTF2IRD1;9569;20348243
hsa-mir-107;FASN;2194;21120623
hsa-mir-107;PLAG1;5324;19692702
hsa-mir-107;PTGS2;5743;23299462
hsa-mir-107;FBXW7;55294;20421741
hsa-mir-107;CDK6;1021;21628465
hsa-mir-107;SETD2;29072;20308559
hsa-mir-107;GRN;2896;20489155
hsa-mir-107;PANK1;53354;21628465
hsa-mir-107;TP53;7157;20308559
hsa-mir-107;DICER1;23405;20603000
hsa-mir-107;TLR4;7099;21628465
hsa-mir-107;VEGFA;7422;20308559
hsa-mir-107;CDK6;1021;20833636
hsa-mir-107;PDCD10;11235;22482882
hsa-mir-107;E2F1;1869;20348243
hsa-mir-107;RAB3GAP1;22930;20833636
hsa-mir-107;AKT1;207;22482882
hsa-mir-107;ESR1;2099;20348243
hsa-mir-107;PANK1;53354;20833636
hsa-mir-107;CASP8AP2;9994;22482882
hsa-mir-107;SMAD3;4088;20348243
hsa-mir-107;RBL2;5934;20833636
hsa-mir-107;TLR4;7099;22645244
hsa-mir-107;MYB;4602;20348243
hsa-mir-107;TP53;7157;20833636
hsa-mir-107;CDK6;1021;23220650
hsa-mir-107;RARA;5914;20348243
hsa-mir-106b-5p;MCM7;4176;21088000
hsa-mir-106b-5p;TP53;7157;21088000
hsa-mir-106b-5p;VDR;7421;21088000
hsa-mir-106b-5p;CDKN1A;1026;21283757
hsa-mir-106b-5p;CDKN1A;1026;20878953
hsa-mir-106b-5p;CDKN1A;1026;21088000
hsa-mir-106a-5p;APP;351;18684319
hsa-mir-106a-5p;TNF;7124;21370248
hsa-mir-106a-5p;EGR1;1958;19307576
hsa-mir-106a-5p;IL10;3586;19307576
hsa-mir-106a-5p;SP1;6667;19307576
hsa-mir-106a-5p;FOXP1;27086;19349957
hsa-mir-106a-5p;MYB;4602;19349957
hsa-mir-106a-5p;EIF2C2;27161;20385818
hsa-mir-106a-5p;SDC1;6382;20385818
hsa-mir-106a-5p;PIWIL4;143689;20584909
hsa-mir-106a-5p;DICER1;23405;20584909
hsa-mir-106a-5p;E2F1;1869;18521848
hsa-mir-106a-5p;RB1;5925;20889678
hsa-mir-105-5p;TLR2;7097;19509287
hsa-mir-105-5p;TLR4;7099;19509287
hsa-mir-103a-3p;TNF;7124;19188425
hsa-mir-103a-3p;ACOT7;11332;22581933
hsa-mir-103a-3p;FOXJ2;55810;19350553
hsa-mir-103a-3p;NDUFA2;4695;22581933
hsa-mir-103a-3p;DMPK;1760;20487562
hsa-mir-103a-3p;RELA;5970;22581933
hsa-mir-103a-3p;CDK2;1017;20886090
hsa-mir-103a-3p;CYP2C19;1557;22723340
hsa-mir-103a-3p;CREB1;1385;20886090
hsa-mir-103a-3p;CYP2C8;1558;22723340
hsa-mir-103a-3p;CCNE1;898;20886090
hsa-mir-103a-3p;CYP2C9;1559;22723340
hsa-mir-103a-3p;FABP4;2167;20948521
hsa-mir-103a-3p;BRCA1;672;22753153
hsa-mir-103a-3p;PGK1;5230;20948521
hsa-mir-103a-3p;PPIA;5478;20948521
hsa-mir-103a-3p;RAI14;26064;21152985
hsa-mir-103a-3p;PANK1;53354;17521938
hsa-mir-103a-3p;KNTC1;9735;21179570
hsa-mir-101-5p;FOS;2353;19133651
hsa-mir-101-5p;FOSB;2354;19133651
hsa-mir-101-5p;CDKN2A;1029;21849855
hsa-mir-101-5p;EZH2;2146;19008416
hsa-mir-101-3p;PTGES3;10728;22677230
hsa-mir-101-3p;PTGS2;5743;19891660
hsa-mir-101-3p;AKT1;207;20956939
hsa-mir-101-3p;EPHB2;2048;20444294
hsa-mir-101-3p;MAPK8;5599;21068409
hsa-mir-101-3p;HSP90AA1;3320;22677230
hsa-mir-101-3p;CSN1S1;1446;20338454
hsa-mir-101-3p;PTEN;5728;20956939
hsa-mir-101-3p;EZH2;2146;20444294
hsa-mir-101-3p;BBS9;27241;21098446
hsa-mir-101-3p;EZH2;2146;22684501
hsa-mir-101-3p;CSN2;1447;20338454
hsa-mir-101-3p;MAGI2;9863;20956939
hsa-mir-101-3p;PRKCA;5578;20444294
hsa-mir-101-3p;CACNA1C;775;21098446
hsa-mir-101-3p;TERF2IP;54386;22684501
hsa-mir-101-3p;CTLA4;1493;18172933
hsa-mir-101-3p;CSN3;1448;20338454
hsa-mir-101-3p;EZH2;2146;20965124
hsa-mir-101-3p;CACNB1;782;21098446
hsa-mir-101-3p;TGFB1;7040;20676061
hsa-mir-101-3p;RAP1GAP;5909;22684501
hsa-mir-101-3p;ICOS;29851;18172933
hsa-mir-101-3p;APP;351;20395292
hsa-mir-101-3p;FOS;2353;20965124
hsa-mir-101-3p;BCL2L11;10018;21270667
hsa-mir-101-3p;WNT5A;7474;20676061
hsa-mir-101-3p;DNMT3A;1788;23124077
hsa-mir-101-3p;CYP2A6;1548;18780894
hsa-mir-101-3p;RC3H1;149041;20412057
hsa-mir-101-3p;MCL1;4170;20965124
hsa-mir-101-3p;EZH2;2146;21270667
hsa-mir-101-3p;ZIC1;7545;20676061
hsa-mir-101-3p;SOX9;6662;23178713
hsa-mir-101-3p;PPIG;9360;18780894
hsa-mir-101-3p;ICOS;29851;20412057
hsa-mir-101-3p;PTGS2;5743;20965124
hsa-mir-101-3p;ATP5B;506;21291913
hsa-mir-101-3p;EZH2;2146;20712078
hsa-mir-101-3p;PTGS2;5743;19133256
hsa-mir-101-3p;RC3H2;54542;20412057
hsa-mir-101-3p;AHSA1;10598;21068409
hsa-mir-101-3p;ATP8A2;51761;21291913
hsa-mir-101-3p;FOS;2353;20712078
hsa-mir-101-3p;MCL1;4170;19155302
hsa-mir-101-3p;DCP1A;55802;20412057
hsa-mir-101-3p;DUSP1;1843;21068409
hsa-mir-101-3p;ATM;472;22014955
hsa-mir-101-3p;MCL1;4170;20712078
hsa-mir-101-3p;EZH2;2146;19258506
hsa-mir-101-3p;TIA1;7072;20412057
hsa-mir-101-3p;AKT1;207;21068409
hsa-mir-101-3p;EZH2;2146;22450781
hsa-mir-101-3p;PTGS2;5743;20712078
hsa-mir-101-3p;EZH2;2146;19625769
hsa-mir-101-3p;EIF3A;8661;20412057
hsa-mir-101-3p;PIK3CA;5290;21068409
hsa-mir-100-5p;CDC25C;995;19739117
hsa-mir-100-5p;LIF;3976;20439489
hsa-mir-100-5p;ESR1;2099;20078964
hsa-mir-100-5p;SMARCA5;8467;20439489
hsa-mir-100-5p;PGR;5241;20078964
hsa-mir-100-5p;SLC22A3;6581;21109969
hsa-mir-100-5p;FRAP1;2475;18596100
hsa-mir-100-5p;TP53;7157;20078964
hsa-mir-100-5p;SOX2;6657;21109969
hsa-mir-100-5p;EGR2;1959;19396866
hsa-mir-100-5p;FRAP1;2475;20206398
hsa-mir-100-5p;PROM1;8842;21109969
hsa-mir-100-5p;FGFR3;2261;19396866
hsa-mir-100-5p;IGF1R;3480;20206398
hsa-mir-100-5p;FRAP1;2475;21339483
hsa-mir-100-5p;ID1;3397;19396866
hsa-mir-100-5p;IGF2R;3482;20206398
hsa-mir-100-5p;PLK1;5347;22246341
hsa-mir-100-5p;MMP13;4322;19396866
hsa-mir-100-5p;IGFBP3;3486;20206398
hsa-mir-100-5p;MUC16;94025;22246341
hsa-mir-100-5p;KLF13;51621;19396866
hsa-mir-100-5p;CDH3;1001;20421599
hsa-mir-100-5p;BMPR2;659;22684006
hsa-mir-100-5p;NPC1;4864;19739117
hsa-mir-100-5p;JARID1B;10765;20439489
hsa-mir-100-5p;PLK1;5347;19739117
hsa-mir-100-5p;SIRT1;23411;20439489
hsa-mir-1;TEAD1;7003;15685193
hsa-mir-1;VPS26A;9559;15685193
hsa-mir-1;CYP27A1;1593;18827405
hsa-mir-1;IDH2;3418;20368543
hsa-mir-1;DHX15;1665;15685193
hsa-mir-1;GTPBP8;29083;15685193
hsa-mir-1;C7orf42;55069;15685193
hsa-mir-1;CDC14B;8555;15685193
hsa-mir-1;HCN2;610;17516552
hsa-mir-1;DPM1;8813;19497108
hsa-mir-1;KATNA1;11104;15685193
hsa-mir-1;VEGFA;7422;21750272
hsa-mir-1;SEC11A;23478;15685193
hsa-mir-1;IFT52;51098;15685193
hsa-mir-1;RBMS1;5937;15685193
hsa-mir-1;AKT1;207;22806319
hsa-mir-1;FYCO1;79443;15685193
hsa-mir-1;SRF;6722;16380711
hsa-mir-1;HAND1;9421;19004760
hsa-mir-1;ARPC1B;10095;15685193
hsa-mir-1;PAX7;5081;20819939
hsa-mir-1;AK2;204;15685193
hsa-mir-1;ARF3;377;15685193
hsa-mir-1;PBK;55872;15685193
hsa-mir-1;PLOD3;8985;15685193
hsa-mir-1;CHRNA4;1137;18510933
hsa-mir-1;MET;4233;19620785
hsa-mir-1;TWIST2;117581;15685193
hsa-mir-1;NKX2-5;1482;22268758
hsa-mir-1;PLDN;26258;15685193
hsa-mir-1;LUC7L2;51631;15685193
hsa-mir-1;PLEKHG2;64857;15685193
hsa-mir-1;RBM47;54502;15685193
hsa-mir-1;HIST1H3B;8358;15685193
hsa-mir-1;RHEB;6009;17234972
hsa-mir-1;MDM2;4193;19229884
hsa-mir-1;CAP1;10487;15685193
hsa-mir-1;MYH3;4621;21311168
hsa-mir-1;CHSY1;22856;15685193
hsa-mir-1;SEPT2;4735;15685193
hsa-mir-1;CNOT6;57472;15685193
hsa-mir-1;CD83;9308;15685193
hsa-mir-1;MYF5;4617;18619954
hsa-mir-1;IKZF1;10320;19959133
hsa-mir-1;FAM81A;145773;15685193
hsa-mir-1;GCLC;2729;15685193
hsa-mir-1;TFAP4;7023;15685193
hsa-mir-1;CD59;966;15685193
hsa-mir-1;ENPP3;5169;18827405
hsa-mir-1;NPM1;4869;20368543
hsa-mir-1;DFFB;1677;15685193
hsa-mir-1;GSN;2934;15685193
hsa-mir-1;LRRC1;55227;15685193
hsa-mir-1;CAV1;857;15685193
hsa-mir-1;IRX4;50805;18023168
hsa-mir-1;BCL2;596;19506341
hsa-mir-1;BAZ1A;11177;15685193
hsa-mir-1;HMOX1;3162;21827279
hsa-mir-1;MMD;23531;15685193
hsa-mir-1;ABHD5;51099;15685193
hsa-mir-1;RELA;5970;15685193
hsa-mir-1;PIK3CA;5290;22806319
hsa-mir-1;C12orf49;79794;15685193
hsa-mir-1;HDAC4;9759;16380711
hsa-mir-1;PPP2R4;5524;19131648
hsa-mir-1;CTDSP2;10106;15685193
hsa-mir-1;EVI1;2122;20842122
hsa-mir-1;STOM;2040;15685193
hsa-mir-1;ARF4;378;15685193
hsa-mir-1;LRRC8A;56262;15685193
hsa-mir-1;ATP6V0E1;8992;15685193
hsa-mir-1;MYEF2;50804;18510933
hsa-mir-1;RNMT;8731;19620785
hsa-mir-1;CLCN3;1182;15685193
hsa-mir-1;GATA4;2626;22268758
hsa-mir-1;GBAS;2631;15685193
