MicroRNA;GeneName;EntrezID;Evidence
hsa-mir-26a-5p;IL6;3569;19701194
hsa-mir-26a-5p;NPC1;4864;21199804
hsa-mir-26a-5p;LIF;3976;19011087
hsa-mir-26a-5p;GEMIN4;50628;20732906
hsa-mir-26a-5p;MAP3K12;7786;19851984
hsa-mir-26a-5p;FBXW7;55294;22442111
hsa-mir-26a-5p;MRGPRX3;117195;20422465
hsa-mir-26a-5p;EZH2;2146;19197161
hsa-mir-26a-5p;BMP2;650;20845893
hsa-mir-26a-5p;GARS;2617;18197755
hsa-mir-26a-5p;DGCR8;54487;20585341
hsa-mir-26a-5p;CTDSP2;10106;19809479
hsa-mir-26a-5p;CCND1;595;21199804
hsa-mir-26a-5p;DDX20;11218;19138993
hsa-mir-26a-5p;DGCR8;54487;20732906
hsa-mir-26a-5p;CDK4;1019;20080666
hsa-mir-26a-5p;SCPEP1;59342;22442111
hsa-mir-26a-5p;DNAH8;1769;20422465
hsa-mir-26a-5p;MYC;4609;19197161
hsa-mir-26a-5p;RUNX2;860;20845893
hsa-mir-26a-5p;EZH2;2146;18281287
hsa-mir-26a-5p;XPO5;57510;20585341
hsa-mir-26a-5p;R3HDM1;23518;19809479
hsa-mir-26a-5p;EZH2;2146;21368858
hsa-mir-26a-5p;MYC;4609;22484120
hsa-mir-26a-5p;DICER1;23405;19138993
hsa-mir-26a-5p;XPO5;57510;20732906
hsa-mir-26a-5p;MAP3K2;10746;20080666
hsa-mir-26a-5p;MARK2;2011;20422465
hsa-mir-26a-5p;SULT2A1;6822;19454767
hsa-mir-26a-5p;EZH2;2146;20952513
hsa-mir-26a-5p;MYOD1;4654;18281287
hsa-mir-26a-5p;TARBP2;6895;20585341
hsa-mir-26a-5p;NFKB1;4790;19812400
hsa-mir-26a-5p;NPC1;4864;21368858
hsa-mir-25-5p;CDKN1A;1026;20637509
hsa-mir-25-5p;TNFSF10;8743;21953056
hsa-mir-25-5p;NOG;9241;18573151
hsa-mir-25-5p;CDKN1A;1026;19422085
hsa-mir-25-5p;IL2RA;3559;20637509
hsa-mir-25-5p;TNFRSF10A;8797;21953056
hsa-mir-25-5p;MCM7;4176;18800151
hsa-mir-25-5p;PAK3;5063;19422085
hsa-mir-25-5p;IL7R;3575;20637509
hsa-mir-25-5p;BCL2L11;10018;18328430
hsa-mir-25-5p;CDK2;1017;19153141
hsa-mir-25-5p;IL1B;3553;19541842
hsa-mir-25-5p;CD4;920;20637509
hsa-mir-25-5p;CDKN1A;1026;18328430
hsa-mir-25-5p;CDKN1A;1026;19153141
hsa-mir-25-5p;CCL5;6352;19541842
hsa-mir-25-5p;DECR1;1666;21071935
hsa-mir-25-5p;E2F1;1869;18328430
hsa-mir-25-5p;CDKN1B;1027;19153141
hsa-mir-25-5p;SMPD1;6609;19541842
hsa-mir-25-5p;NOX4;50507;21071935
hsa-mir-25-5p;MCM7;4176;18328430
hsa-mir-25-5p;CDKN1C;1028;19153141
hsa-mir-25-5p;KLF4;9314;19541842
hsa-mir-25-5p;DICER1;23405;21256124
hsa-mir-25-5p;TGFB1;7040;18328430
hsa-mir-25-5p;CIB1;10519;19153141
hsa-mir-25-5p;SMAD3;4088;19919989
hsa-mir-25-5p;GLI3;2737;21256124
hsa-mir-25-5p;TCEAL1;9338;18328430
hsa-mir-25-5p;SSSCA1;10534;19153141
hsa-mir-25-5p;LAMA1;284217;20036482
hsa-mir-25-5p;TBX3;6926;21256124
hsa-mir-25-5p;COMP;1311;18573151
hsa-mir-25-5p;CORO1A;11151;19153141
hsa-mir-25-5p;MITF;4286;20036482
hsa-mir-25-5p;HAND2;9464;21256124
hsa-mir-25-5p;GHRHR;2692;18573151
hsa-mir-25-5p;TAF9;6880;19153141
hsa-mir-25-5p;BCL2L11;10018;20637509
hsa-mir-25-5p;TNF;7124;21953056
hsa-mir-25-5p;CHRD;8646;18573151
hsa-mir-25-5p;BCL2L11;10018;19422085
hsa-mir-24-1-5p;GRIA2;2891;20347265
hsa-mir-24-1-5p;TGFB1;7040;20019669
hsa-mir-24-1-5p;MYLIP;29116;20347265
hsa-mir-24-1-5p;CDKN1A;1026;20041160
hsa-mir-24-1-5p;NOTCH1;4851;20347265
hsa-mir-24-1-5p;TP53;7157;20041160
hsa-mir-24-1-5p;ARID4B;51742;20347265
hsa-mir-24-1-5p;FAF1;11124;20195546
hsa-mir-24-1-5p;SLITRK1;114798;16224024
hsa-mir-24-1-5p;TAC1;6863;20347265
hsa-mir-24-1-5p;HIPK3;10114;20347265
hsa-mir-24-1-5p;NTRK1;4914;16224024
hsa-mir-24-1-5p;UTRN;7402;20347265
hsa-mir-24-1-5p;CDKN2A;1029;20347265
hsa-mir-24-1-5p;H2AFX;3014;19377482
hsa-mir-24-1-5p;VSNL1;7447;20347265
hsa-mir-24-1-5p;FSTL1;11167;20347265
hsa-mir-24-1-5p;TGFB1;7040;19582816
hsa-mir-24-1-5p;ACVR1B;91;20347265
hsa-mir-24-1-5p;MAPK14;1432;20347265
hsa-mir-24-1-5p;TAS2R13;50838;20019669
hsa-mir-24-1-5p;KIAA0152;9761;20347265
hsa-mir-24-1-5p;ESR1;2099;20347265
hsa-mir-24-1-5p;PDGFB;5155;20019669
hsa-mir-24-1-5p;CDKN1B;1027;20816961
hsa-mir-24-1-5p;GJA1;2697;20347265
hsa-mir-24-1-5p;TRIB3;57761;20019669
hsa-mir-24-3p;SMAD2;4087;22260784
hsa-mir-24-3p;AURKB;9212;19748357
hsa-mir-24-3p;KIT;3815;20505758
hsa-mir-24-3p;DICER1;23405;17613256
hsa-mir-24-3p;NME1;4830;21159603
hsa-mir-24-3p;AHSA1;10598;19499150
hsa-mir-24-3p;UCP2;7351;23297375
hsa-mir-24-3p;CDC2;983;19748357
hsa-mir-24-3p;PI3;5266;20505758
hsa-mir-24-3p;OCA2;4948;17613256
hsa-mir-24-3p;XYLT2;64132;21159603
hsa-mir-24-3p;CDK4;1019;19748357
hsa-mir-24-3p;AHSA1;10598;19861690
hsa-mir-24-3p;PIK3CA;5290;20505758
hsa-mir-24-3p;B3GALNT1;8706;17613256
hsa-mir-24-3p;TOP1;7150;21159603
hsa-mir-24-3p;CDKN1B;1027;19748357
hsa-mir-24-3p;JUN;3725;19861690
hsa-mir-24-3p;FURIN;5045;20945401
hsa-mir-24-3p;SMAD2;4087;17906079
hsa-mir-24-3p;PPM1D;8493;21175813
hsa-mir-24-3p;E2F2;1870;19748357
hsa-mir-24-3p;MAP2K4;6416;19861690
hsa-mir-24-3p;TGFB1;7040;20945401
hsa-mir-24-3p;ACVR1B;91;17906079
hsa-mir-24-3p;DICER1;23405;21285947
hsa-mir-24-3p;FEN1;2237;19748357
hsa-mir-24-3p;MAPKAPK5;8550;19861690
hsa-mir-24-3p;MYOD1;4654;21070642
hsa-mir-24-3p;CDKN2A;1029;18365017
hsa-mir-24-3p;BHLHB5;27319;21285947
hsa-mir-24-3p;MYC;4609;19748357
hsa-mir-24-3p;HNF4A;3172;20018894
hsa-mir-24-3p;MYOG;4656;21070642
hsa-mir-24-3p;DICER1;23405;18832437
hsa-mir-24-3p;SOX6;55553;21285947
hsa-mir-24-3p;POLD1;5424;19748357
hsa-mir-24-3p;DICER1;23405;20467044
hsa-mir-24-3p;APPBP2;10513;21159603
hsa-mir-24-3p;WT1;7490;18832437
hsa-mir-24-3p;EIF2C2;27161;21807902
hsa-mir-24-3p;CCNA2;890;19748357
hsa-mir-24-3p;DCXR;51181;20467044
hsa-mir-24-3p;SNF8;11267;21159603
hsa-mir-24-3p;NPHS2;7827;18832437
hsa-mir-24-3p;MYC;4609;21807902
hsa-mir-24-3p;CCNB1;891;19748357
hsa-mir-24-3p;TWIST1;7291;20467044
hsa-mir-24-3p;CLTC;1213;21159603
hsa-mir-24-3p;NOS2A;4843;19213952
hsa-mir-24-3p;HN1L;90861;21807902
hsa-mir-24-3p;NOL3;8996;19748357
hsa-mir-24-3p;H2AFX;3014;20505758
hsa-mir-24-3p;NOTCH1;4851;17150773
hsa-mir-24-3p;ANXA6;309;21159603
hsa-mir-24-3p;NOS3;4846;19213952
hsa-mir-23b-5p;EPS15;2060;21325043
hsa-mir-23b-5p;ROS1;6098;22201839
hsa-mir-23b-5p;OPRM1;4988;19144786
hsa-mir-23b-5p;PTEN;5728;21325043
hsa-mir-23b-5p;TP53;7157;22201839
hsa-mir-23b-5p;PRAP1;118471;19490101
hsa-mir-23b-5p;BRD2;6046;21325043
hsa-mir-23b-5p;IL10;3586;22229716
hsa-mir-23b-5p;SDHB;6390;19490101
hsa-mir-23b-5p;DDX58;23586;21642441
hsa-mir-23b-5p;NOTCH1;4851;22229716
hsa-mir-23b-5p;SDHC;6391;19490101
hsa-mir-23b-5p;IFNA1;3439;21642441
hsa-mir-23b-5p;FOXP3;50943;22229716
hsa-mir-23b-5p;E2F1;1869;20133741
hsa-mir-23b-5p;LDLR;3949;21642441
hsa-mir-23b-5p;CD4;920;22229716
hsa-mir-23b-5p;RB1;5925;20133741
hsa-mir-23b-5p;LRP5;4041;21642441
hsa-mir-23b-5p;CDKN2D;1032;17150554
hsa-mir-23b-5p;PRDX3;10935;22710126
hsa-mir-23b-5p;PRODH;5625;20562915
hsa-mir-23b-5p;TLR4;7099;21642441
hsa-mir-23b-5p;HES1;3280;17150554
hsa-mir-23b-5p;PRAP1;118471;21242962
hsa-mir-23b-5p;VLDLR;7436;21642441
hsa-mir-23b-5p;CD38;952;18549635
hsa-mir-23b-5p;TP53;7157;21242962
hsa-mir-23b-5p;NR4A3;8013;21642441
hsa-mir-23b-5p;MDH2;4191;18716031
hsa-mir-23b-5p;COX8A;1351;21325043
hsa-mir-23b-5p;PRODH;5625;22201839
hsa-mir-23b-5p;MDH2;4191;19144786
hsa-mir-23a-5p;DIAPH2;1730;22653319
hsa-mir-23a-5p;DICER1;23405;19440340
hsa-mir-23a-5p;MYC;4609;20086171
hsa-mir-23a-5p;C15orf55;256646;21750350
hsa-mir-23a-5p;AKT1;207;22653319
hsa-mir-23a-5p;RNASEN;29102;19440340
hsa-mir-23a-5p;CUGBP1;10658;20299448
hsa-mir-23a-5p;FBXO32;114907;21926429
hsa-mir-23a-5p;XIAP;331;22653319
hsa-mir-23a-5p;PDK4;5166;19440340
hsa-mir-23a-5p;CUGBP2;10659;20299448
hsa-mir-23a-5p;HES1;3280;12808467
hsa-mir-23a-5p;TRIM63;84676;21926429
hsa-mir-23a-5p;STK4;6789;23158364
hsa-mir-23a-5p;DGCR8;54487;19440340
hsa-mir-23a-5p;PLK2;10769;20374639
hsa-mir-23a-5p;LITAF;9516;15066185
hsa-mir-23a-5p;EWSR1;2130;21960059
hsa-mir-23a-5p;FASN;2194;19513126
hsa-mir-23a-5p;ID3;3399;20374639
hsa-mir-23a-5p;BCL2;596;22038739
hsa-mir-23a-5p;CDKN2D;1032;18199619
hsa-mir-23a-5p;FADD;8772;19513126
hsa-mir-23a-5p;SPI1;6688;20399246
hsa-mir-23a-5p;TNF;7124;22038739
hsa-mir-23a-5p;SMAD2;4087;18508316
hsa-mir-23a-5p;AIFM1;9131;19513126
hsa-mir-23a-5p;CCND1;595;20470752
hsa-mir-23a-5p;FOXO3;2309;22387599
hsa-mir-23a-5p;SMAD3;4088;18508316
hsa-mir-23a-5p;NFATC3;4775;19574461
hsa-mir-23a-5p;LRPAP1;4043;20553585
hsa-mir-23a-5p;KRAS;3845;22387599
hsa-mir-23a-5p;SMAD4;4089;18508316
hsa-mir-23a-5p;RING1;6015;19574461
hsa-mir-23a-5p;IL6R;3570;20698883
hsa-mir-23a-5p;RELA;5970;22634383
hsa-mir-23a-5p;LMNB1;4001;19259393
hsa-mir-23a-5p;FLI1;2313;19917099
hsa-mir-23a-5p;ZEB1;6935;21241464
hsa-mir-23a-5p;HDAC9;9734;22634383
hsa-mir-23a-5p;ALAS1;211;19440340
hsa-mir-23a-5p;PDGFB;5155;19917099
hsa-mir-23a-5p;FANCG;2189;21750350
hsa-mir-224-5p;SMAD4;4089;20118412
hsa-mir-224-5p;CDKN1A;1026;23399735
hsa-mir-224-5p;SMAD5;4090;22326282
hsa-mir-224-5p;CTGF;1490;16331254
hsa-mir-224-5p;G3BP2;9908;16331254
hsa-mir-224-5p;PAK2;5062;22989374
hsa-mir-224-5p;TGFB1;7040;20118412
hsa-mir-224-5p;SLMAP;7871;22326282
hsa-mir-224-5p;ETS2;2114;16331254
hsa-mir-224-5p;API5;8539;18319255
hsa-mir-224-5p;FZR1;51343;22989374
hsa-mir-224-5p;DCP2;167227;21864507
hsa-mir-224-5p;API5;8539;22326282
hsa-mir-224-5p;RAB30;27314;16331254
hsa-mir-224-5p;CD40;958;19475450
hsa-mir-224-5p;MAPK1;5594;22989374
hsa-mir-224-5p;HSPC159;29094;21864507
hsa-mir-224-5p;EGLN3;112399;22326755
hsa-mir-224-5p;JUNB;3726;16331254
hsa-mir-224-5p;MMP9;4318;19793168
hsa-mir-224-5p;BCL2;596;22989374
hsa-mir-224-5p;MYST3;7994;21864507
hsa-mir-224-5p;SMAD4;4089;22326755
hsa-mir-224-5p;MECP2;4204;16331254
hsa-mir-224-5p;ATF2;1386;20023705
hsa-mir-224-5p;CDC42;998;22989374
hsa-mir-224-5p;SLC4A4;8671;21864507
hsa-mir-224-5p;SMAD5;4090;22326755
hsa-mir-224-5p;PCDH8;5100;16331254
hsa-mir-224-5p;GDNF;2668;20023705
hsa-mir-224-5p;MT2A;4502;23064315
hsa-mir-224-5p;CDS2;8760;21864507
hsa-mir-224-5p;VEGFA;7422;22326755
hsa-mir-224-5p;PDGFRB;5159;16331254
hsa-mir-224-5p;CXCR4;7852;20023705
hsa-mir-224-5p;BAX;581;23064315
hsa-mir-224-5p;LTA;4049;22178270
hsa-mir-224-5p;MED6;10001;16331254
hsa-mir-224-5p;EP300;2033;22459148
hsa-mir-224-5p;PSMD2;5708;16331254
hsa-mir-224-5p;CDC42;998;20023705
hsa-mir-224-5p;SOAT1;6646;23199328
hsa-mir-224-5p;RELA;5970;22178270
hsa-mir-224-5p;BCL2L11;10018;16331254
hsa-mir-224-5p;MTUS1;57509;16331254
hsa-mir-224-5p;HDAC1;3065;22459148
hsa-mir-224-5p;CYP19A1;1588;20118412
hsa-mir-224-5p;STAT1;6772;23199328
hsa-mir-224-5p;TNF;7124;22178270
hsa-mir-224-5p;RNASEH2A;10535;16331254
hsa-mir-224-5p;RARA;5914;16331254
hsa-mir-224-5p;HDAC3;8841;22459148
hsa-mir-224-5p;SMAD2;4087;20118412
hsa-mir-224-5p;API5;8539;23199328
hsa-mir-224-5p;API5;8539;22178270
hsa-mir-224-5p;IGF2BP2;10644;16331254
hsa-mir-224-5p;TNFSF11;8600;16331254
hsa-mir-224-5p;HDAC9;9734;22459148
hsa-mir-223-5p;SLC2A4;6517;20080987
hsa-mir-223-5p;FRAP1;2475;23208072
hsa-mir-223-5p;MYC;4609;20826802
hsa-mir-223-5p;CD4;920;19014482
hsa-mir-223-5p;ZAP70;7535;19144983
hsa-mir-223-5p;FBXW7;55294;22270966
hsa-mir-223-5p;IL6;3569;20188071
hsa-mir-223-5p;HSP90AA1;3320;23208072
hsa-mir-223-5p;FBXW7;55294;20826802
hsa-mir-223-5p;PDLIM5;10611;19017354
hsa-mir-223-5p;LMO2;4005;19278969
hsa-mir-223-5p;IGF1R;3480;22424712
hsa-mir-223-5p;SOX2;6657;20676373
hsa-mir-223-5p;RUNX1;861;17996649
hsa-mir-223-5p;PCNA;5111;23208072
hsa-mir-223-5p;CCND1;595;20826802
hsa-mir-223-5p;LMO2;4005;19017354
hsa-mir-223-5p;CD4;920;19297609
hsa-mir-223-5p;HMGB1;3146;22875364
hsa-mir-223-5p;KLF4;9314;20676373
hsa-mir-223-5p;RUNX1T1;862;17996649
hsa-mir-223-5p;PIK3CA;5290;23208072
hsa-mir-223-5p;COX8A;1351;20862275
hsa-mir-223-5p;IRF4;3662;19047678
hsa-mir-223-5p;PRB1;5542;19811223
hsa-mir-223-5p;IL6;3569;22964481
hsa-mir-223-5p;AICDA;57379;20802470
hsa-mir-223-5p;MEF2C;4208;18278031
hsa-mir-223-5p;BCL2;596;23208072
hsa-mir-223-5p;ZAP70;7535;20862275
hsa-mir-223-5p;LMO2;4005;19047678
hsa-mir-223-5p;RHOB;388;19850724
hsa-mir-223-5p;NLRP3;114548;22984081
hsa-mir-223-5p;BCL6;604;20802470
hsa-mir-223-5p;RUNX1;861;18416028
hsa-mir-223-5p;BID;637;23208072
hsa-mir-223-5p;CD19;930;20862275
hsa-mir-223-5p;PRDM1;639;19047678
hsa-mir-223-5p;CD4;920;19931339
hsa-mir-223-5p;IL1B;3553;22984081
hsa-mir-223-5p;ELSPBP1;64100;20802470
hsa-mir-223-5p;DICER1;23405;18442408
hsa-mir-223-5p;HSP90B1;7184;23208072
hsa-mir-223-5p;DICER1;23405;21094288
hsa-mir-223-5p;CSF1;1435;19059913
hsa-mir-223-5p;CEBPA;1050;20018373
hsa-mir-223-5p;NLRP3;114548;22984082
hsa-mir-223-5p;TCF3;6929;20802470
hsa-mir-223-5p;RNASEN;29102;18442408
hsa-mir-223-5p;CSF3;1440;21397537
hsa-mir-223-5p;DICER1;23405;19059913
hsa-mir-223-5p;E2F1;1869;20029046
hsa-mir-223-5p;CD4;920;23153510
hsa-mir-223-5p;FRAP1;2475;20826802
hsa-mir-223-5p;IFNG;3458;18791161
hsa-mir-223-5p;ARCN1;372;21940491
hsa-mir-223-5p;EIF2C2;27161;19059913
hsa-mir-223-5p;APRT;353;20080987
hsa-mir-223-5p;CD8A;925;23153510
hsa-mir-223-5p;JUN;3725;20826802
hsa-mir-223-5p;NOS2A;4843;18791161
hsa-mir-223-5p;SMAD7;4092;21940491
hsa-mir-223-5p;ITGAM;3684;19059913
hsa-mir-223-5p;PIK3CA;5290;20080987
hsa-mir-223-5p;AKT1;207;23208072
hsa-mir-223-5p;KITLG;4254;20826802
hsa-mir-223-5p;TLR4;7099;18791161
hsa-mir-223-5p;DGCR8;54487;19059913
hsa-mir-223-5p;FH;2271;22145958
hsa-mir-222-5p;CCNF;899;19956200
hsa-mir-222-5p;APOE;348;23294923
hsa-mir-222-5p;CDKN1B;1027;19351827
hsa-mir-222-5p;REST;5978;20559549
hsa-mir-222-5p;ETS1;2113;19956200
hsa-mir-222-5p;ERBB3;2065;22426337
hsa-mir-222-5p;CCNE2;9134;19956200
hsa-mir-222-5p;PTGS2;5743;23294923
hsa-mir-222-5p;SSSCA1;10534;19351827
hsa-mir-222-5p;FOXP2;93986;20559549
hsa-mir-222-5p;ATF6;22926;19956200
hsa-mir-222-5p;ERBB4;2066;22426337
hsa-mir-222-5p;KIF23;9493;19956200
hsa-mir-222-5p;DPT;1805;19351827
hsa-mir-222-5p;AKT1;207;21656127
hsa-mir-222-5p;EIF2C1;26523;19956200
hsa-mir-222-5p;BCL2;596;22426337
hsa-mir-222-5p;CDC25A;993;19956200
hsa-mir-222-5p;SKP2;6502;19351827
hsa-mir-222-5p;HMGA1;3159;21656127
hsa-mir-222-5p;PAK3;5063;19956200
hsa-mir-222-5p;EPHB2;2048;22989505
hsa-mir-222-5p;AKT1;207;20103675
hsa-mir-222-5p;MMP1;4312;19487542
hsa-mir-222-5p;IGF1;3479;21656127
hsa-mir-222-5p;ANLN;54443;19956200
hsa-mir-222-5p;ITGAL;3683;22989505
hsa-mir-222-5p;PPP2R2A;5520;20103675
hsa-mir-222-5p;SOD2;6648;19487542
hsa-mir-222-5p;PPP2R2A;5520;21656127
hsa-mir-222-5p;POU2F2;5452;19956200
hsa-mir-222-5p;ITGAM;3684;22989505
hsa-mir-222-5p;CDKN1B;1027;20190559
hsa-mir-222-5p;DICER1;23405;19520829
hsa-mir-222-5p;CDK4;1019;21737690
hsa-mir-222-5p;BCL6;604;19956200
hsa-mir-222-5p;CDKN1B;1027;23294923
hsa-mir-222-5p;SSSCA1;10534;20190559
hsa-mir-222-5p;ICAM1;3383;19520829
hsa-mir-222-5p;CUGBP1;10658;21737690
hsa-mir-222-5p;WEE1;7465;19956200
hsa-mir-222-5p;SSSCA1;10534;23294923
hsa-mir-222-5p;DPT;1805;20190559
hsa-mir-222-5p;CDKN1C;1028;19589872
hsa-mir-222-5p;CDKN1B;1027;22267590
hsa-mir-222-5p;CDC14A;8556;19956200
hsa-mir-222-5p;GPI;2821;23294923
hsa-mir-222-5p;SKP2;6502;20190559
hsa-mir-222-5p;ATP6V0A1;535;22267590
hsa-mir-222-5p;CDKN1A;1026;19956200
hsa-mir-222-5p;CCNE1;898;19956200
hsa-mir-222-5p;HSD11B1;3290;23294923
hsa-mir-222-5p;SLAIN1;122060;20559549
hsa-mir-222-5p;RECK;8434;22321642
hsa-mir-222-5p;CHEK1;1111;19956200
hsa-mir-221-5p;KIT;3815;19126397
hsa-mir-221-5p;SSSCA1;10534;20203269
hsa-mir-221-5p;AGTR1;185;21310411
hsa-mir-221-5p;TNF;7124;18246122
hsa-mir-221-5p;MYB;4602;19615744
hsa-mir-221-5p;CDKN1B;1027;20624000
hsa-mir-221-5p;CDKN1B;1027;19424584
hsa-mir-221-5p;NFKBIA;4792;20435889
hsa-mir-221-5p;TMPRSS2;7113;21378318
hsa-mir-221-5p;PSMD9;5715;18417445
hsa-mir-221-5p;KIT;3815;19768731
hsa-mir-221-5p;CD4;920;20822813
hsa-mir-221-5p;PDGFD;80310;19088079
hsa-mir-221-5p;SSSCA1;10534;20021821
hsa-mir-221-5p;KIT;3815;21132270
hsa-mir-221-5p;CDKN1B;1027;17721077
hsa-mir-221-5p;JAK3;3718;19464057
hsa-mir-221-5p;CDKN1B;1027;20547861
hsa-mir-221-5p;PPARG;5468;21756067
hsa-mir-221-5p;MDH2;4191;19126397
hsa-mir-221-5p;ATR;545;20203269
hsa-mir-221-5p;ETS1;2113;21310411
hsa-mir-221-5p;TNFSF10;8743;18246122
hsa-mir-221-5p;CDKN1B;1027;19671867
hsa-mir-221-5p;BBC3;27113;20813046
hsa-mir-221-5p;BCL2L11;10018;19438724
hsa-mir-221-5p;TIAL1;7073;20435889
hsa-mir-221-5p;FASN;2194;21400558
hsa-mir-221-5p;ZBTB16;7704;18417445
hsa-mir-221-5p;PDGFRA;5156;19768731
hsa-mir-221-5p;KIT;3815;20827536
hsa-mir-221-5p;CDKN1B;1027;19107213
hsa-mir-221-5p;BBC3;27113;20021821
hsa-mir-221-5p;CDKN1C;1028;21226887
hsa-mir-221-5p;SSSCA1;10534;17721077
hsa-mir-221-5p;STYK1;55359;19464057
hsa-mir-221-5p;SSSCA1;10534;20547861
hsa-mir-221-5p;CD4;920;21788445
hsa-mir-221-5p;OPRM1;4988;19126397
hsa-mir-221-5p;ESR1;2099;20388878
hsa-mir-221-5p;ANG;283;21310411
hsa-mir-221-5p;BCL2;596;18382364
hsa-mir-221-5p;CDKN1C;1028;19671867
hsa-mir-221-5p;CDKN1B;1027;20818387
hsa-mir-221-5p;EPHB2;2048;19438724
hsa-mir-221-5p;TLR4;7099;20435889
hsa-mir-221-5p;BBC3;27113;21400558
hsa-mir-221-5p;CDKN1B;1027;18521080
hsa-mir-221-5p;SSSCA1;10534;19859555
hsa-mir-221-5p;BBC3;27113;21042732
hsa-mir-221-5p;SSSCA1;10534;19107213
hsa-mir-221-5p;PTEN;5728;20021821
hsa-mir-221-5p;CIB1;10519;21226887
hsa-mir-221-5p;DICER1;23405;17721077
hsa-mir-221-5p;BMX;660;19464057
hsa-mir-221-5p;IFNA1;3439;20547861
hsa-mir-221-5p;CDKN1C;1028;22473819
hsa-mir-221-5p;CDKN1B;1027;19150885
hsa-mir-221-5p;FOXO3;2309;20388878
hsa-mir-221-5p;CCL2;6347;21310411
hsa-mir-221-5p;TP53;7157;18382364
hsa-mir-221-5p;SSSCA1;10534;19671867
hsa-mir-221-5p;SSSCA1;10534;20818387
hsa-mir-221-5p;ESR1;2099;21057537
hsa-mir-221-5p;KIT;3815;16330772
hsa-mir-221-5p;NGF;4803;19438724
hsa-mir-221-5p;TNF;7124;20435889
hsa-mir-221-5p;FAS;355;21400558
hsa-mir-221-5p;CDKN1C;1028;18521080
hsa-mir-221-5p;SRC;6714;19859555
hsa-mir-221-5p;DCTN6;10671;19107213
hsa-mir-221-5p;BAX;581;20021821
hsa-mir-221-5p;SSSCA1;10534;21226887
hsa-mir-221-5p;CDKN1B;1027;17914108
hsa-mir-221-5p;SYK;6850;19464057
hsa-mir-221-5p;PNPT1;87178;20547861
hsa-mir-221-5p;SSSCA1;10534;22473819
hsa-mir-221-5p;CDKN1C;1028;19150885
hsa-mir-221-5p;CDKN1C;1028;20428775
hsa-mir-221-5p;VCAM1;7412;21310411
hsa-mir-221-5p;CDKN1C;1028;18413744
hsa-mir-221-5p;BMF;90427;19671867
hsa-mir-221-5p;SF4;57794;20818387
hsa-mir-221-5p;CDKN1B;1027;19953484
hsa-mir-221-5p;CEBPZ;10153;21076613
hsa-mir-221-5p;KIT;3815;16849646
hsa-mir-221-5p;MAPK3;5595;19438724
hsa-mir-221-5p;BCL2;596;20460378
hsa-mir-221-5p;BCL2;596;21400558
hsa-mir-221-5p;BIRC5;332;18759060
hsa-mir-221-5p;PSMD9;5715;19107213
hsa-mir-221-5p;BCL2;596;20021821
hsa-mir-221-5p;TAF9;6880;21226887
hsa-mir-221-5p;LATS2;26524;18155131
hsa-mir-221-5p;BTK;695;19464057
hsa-mir-221-5p;MDM2;4193;20576614
hsa-mir-221-5p;ESR1;2099;22527538
hsa-mir-221-5p;SSSCA1;10534;19150885
hsa-mir-221-5p;SSSCA1;10534;20428775
hsa-mir-221-5p;CDKN1B;1027;21355095
hsa-mir-221-5p;SSSCA1;10534;18413744
hsa-mir-221-5p;CDKN1B;1027;19749093
hsa-mir-221-5p;PUM1;9698;20818387
hsa-mir-221-5p;SSSCA1;10534;19953484
hsa-mir-221-5p;KIT;3815;21076613
hsa-mir-221-5p;DICER1;23405;17379831
hsa-mir-221-5p;CSK;1445;19464057
hsa-mir-221-5p;CDKN1B;1027;20492666
hsa-mir-221-5p;TP53;7157;21400558
hsa-mir-221-5p;CASP3;836;18759060
hsa-mir-221-5p;CDKN1B;1027;19109175
hsa-mir-221-5p;TIMP3;7078;20021821
hsa-mir-221-5p;CDKN1B;1027;21273047
hsa-mir-221-5p;GJA1;2697;18155131
hsa-mir-221-5p;TTF1;7270;19464057
hsa-mir-221-5p;MAPK8;5599;20576614
hsa-mir-221-5p;ICAM1;3383;22535415
hsa-mir-221-5p;CDKN1B;1027;19264608
hsa-mir-221-5p;SOAT1;6646;20428775
hsa-mir-221-5p;SSSCA1;10534;21355095
hsa-mir-221-5p;CORO1A;11151;18413744
hsa-mir-221-5p;MLL;4297;19749093
hsa-mir-221-5p;CDKN1B;1027;20822813
hsa-mir-221-5p;ESR1;2099;18790736
hsa-mir-221-5p;PTEN;5728;19962668
hsa-mir-221-5p;WT1;7490;21076613
hsa-mir-221-5p;KDR;3791;17379831
hsa-mir-221-5p;EPOR;2057;19464057
hsa-mir-221-5p;SSSCA1;10534;20492666
hsa-mir-221-5p;AKT1;207;21481725
hsa-mir-221-5p;SSSCA1;10534;19109175
hsa-mir-221-5p;TP53;7157;20021821
hsa-mir-221-5p;KIT;3815;21273047
hsa-mir-221-5p;SF4;57794;18155131
hsa-mir-221-5p;TYK2;7297;19464057
hsa-mir-221-5p;SNAI2;6591;20576614
hsa-mir-221-5p;TNF;7124;22562984
hsa-mir-221-5p;SSSCA1;10534;19264608
hsa-mir-221-5p;STAT1;6772;20428775
hsa-mir-221-5p;CSF1R;1436;21355095
hsa-mir-221-5p;CDKN1B;1027;18417445
hsa-mir-221-5p;AFF1;4299;19749093
hsa-mir-221-5p;SSSCA1;10534;20822813
hsa-mir-221-5p;HOXB5;3215;18794255
